ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,3.98288398833,,,,,,,,,,,,,,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
,,,,,,,,,,,,,,,,,space,23.2293857081,,,,,,,,,,,,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
,,,,,,,,,,,,,,,,,,,space,10.0150839479,,,,,,,,,,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
,,,,,,,,,,,,,,,,,,,,,space,2.83204399498,,,,,,,,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
,,,,,,,,,,,,,,,,,,,,,,,right,4.06615028019,,,,,,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.49979669081,,,,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
10,19,89,,,,,0,0,0,2,,,,,,,,,,,,,,,,,right,0,5.26620548981,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
10,109,9,,,,,0,1,1,0,,,,,,,,,,,,,,,,,right,1,3.2489589079,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,left,0,5.04968814787,,,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,33.6442875774,,,,001,3.0.3,60.01588853955715,ninosDelConv2,2019_May_09_0820,110,
